report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,off_road_description,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,first_harmful_event,second_harmful_event,fixed_oject_struck,route_type,mile_point,mile_point_direction,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,cross_street_name,municipality,surface_condition,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,related_non_motorist,non_motorist_substance_abuse,lane_type
MCP29410053,230071702,Montgomery County Police,Property Damage Crash,2023-12-14T12:07:00.000,No,1,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,2.24,South,North,North,10.0,FEET,LEVEL,SNOUFFERS SCHOOL RD,County,MOONEY DR,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3009007F,230071703,Montgomery County Police,Property Damage Crash,2023-12-14T11:50:00.000,Yes,0,3,No,Missing,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,Missing,OTHER VEHICLE,Missing,Missing,County,2.11,East,East,East,0.0,FEET,LEVEL,MIDDLEBROOK RD,County,OBSERVATION DR,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,LEFT TURN LANE
MCP3312004J,230071688,Montgomery County Police,Property Damage Crash,2023-12-14T11:15:00.000,Yes,4,4,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,US (State),8.498,North,South,North,0.0,FEET,LEVEL,COLUMBIA PIKE,Ramp,RAMP 6 FR BRIGGS CHANEY RD TO US 29 SB,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3362002D,230071649,Montgomery County Police,Injury Crash,2023-12-14T09:38:00.000,No,1,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.43,North,East,North,0.0,FEET,LEVEL,LOCKWOOD DR,County,NORTHWEST DR,Missing,DRY,Missing,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP285900FM,230071650,Montgomery County Police,Injury Crash,2023-12-14T09:30:00.000,No,0,3,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,SIGN SUPPORT POLE,Municipality,0.51,West,North,West,0.0,FEET,LEVEL,FIRSTFIELD RD,Municipality,QUINCE ORCHARD BLVD,GAITHERSBURG,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,LEFT TURN LANE
DD55670020,230071645,Rockville Police Departme,Property Damage Crash,2023-12-14T09:06:00.000,Yes,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,Missing,NONE DETECTED,PARKED VEHICLE,Missing,Missing,Municipality,0.3,North,South,South,500.0,FEET,GRADE DOWNHILL,LEWIS AVE,Municipality,BROOKE DR,ROCKVILLE,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
EJ7887003K,230071642,Gaithersburg Police Depar,Injury Crash,2023-12-14T08:50:00.000,No,2,3,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),11.45,East,South,East,0.0,FEET,LEVEL,W DIAMOND AVE,Municipality,BUREAU DR,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP120500B8,230071634,Montgomery County Police,Property Damage Crash,2023-12-14T08:13:00.000,No,2,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),2.05,East,West,East,10.0,FEET,LEVEL,EAST WEST HWY,County,MEADOWBROOK LA,Missing,ICE,Missing,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP27710031,230071628,Montgomery County Police,Property Damage Crash,2023-12-14T08:01:00.000,No,2,3,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,Missing,OTHER VEHICLE,Missing,Missing,County,6.23,East,East,East,0.0,FEET,HILL CREST,RANDOLPH RD,County,SHERWOOD FOREST DR,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2016007K,230071633,Montgomery County Police,Property Damage Crash,2023-12-14T07:52:00.000,No,3,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,"N/A, NONE DETECTED",OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),11.07,North,South,North,0.0,FEET,LEVEL,FREDERICK RD,County,E GUDE DR,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP28440076,230071630,Montgomery County Police,Injury Crash,2023-12-14T07:50:00.000,No,2,3,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),7.17,North,South,South,25.0,FEET,GRADE DOWNHILL,CONNECTICUT AVE,County,DEAN RD,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3091004G,230071626,Montgomery County Police,Injury Crash,2023-12-14T07:27:00.000,No,2,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,Missing,OTHER VEHICLE,Missing,Missing,County,1.28,West,South,East,25.0,FEET,GRADE DOWNHILL,SOUTHLAWN LA,County,E GUDE DR,Missing,ICE,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
DD5567001Z,230071625,Rockville Police Departme,Property Damage Crash,2023-12-14T07:24:00.000,No,0,0,Yes,IFO 200 BLK POPLAR SPRING RD,DRIVER,OTHER,CLEAR,DAYLIGHT,Missing,NONE DETECTED,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP2445005D,230071622,Montgomery County Police,Injury Crash,2023-12-14T07:22:00.000,No,2,3,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,2.23,East,East,East,0.0,FEET,LEVEL,MIDDLEBROOK RD,Unknown,ENT TO MIDDLEBROOK SQ SHOPPING CENTER,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP1564007R,230071621,Montgomery County Police,Property Damage Crash,2023-12-14T07:05:00.000,No,1,2,No,Missing,UNKNOWN,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ANIMAL,Missing,Missing,Maryland (State),12.515,North,South,North,0.1,MILE,LEVEL,GEORGIA AVE,County,HOLLOW CREST DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP3280004F,230071615,Montgomery County Police,Injury Crash,2023-12-14T06:15:00.000,No,1,4,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,US (State),7.68,North,South,South,300.0,FEET,LEVEL,COLUMBIA PIKE,County,FAIRLAND RD,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP30210077,230071614,Montgomery County Police,Property Damage Crash,2023-12-14T06:00:00.000,Yes,3,4,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,OTHER VEHICLE,Missing,US (State),7.25,North,North,South,100.0,FEET,LEVEL,COLUMBIA PIKE,County,MUSGROVE RD,Missing,DRY,Missing,FOUR-WAY INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2108001R,230071594,Montgomery County Police,Property Damage Crash,2023-12-13T23:00:00.000,No,3,6,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,Missing,CURB,Maryland (State),10.32,North,South,North,100.0,FEET,LEVEL,HUNGERFORD DR,Municipality,MANNAKEE ST,ROCKVILLE,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP23350023,230071592,Montgomery County Police,Property Damage Crash,2023-12-13T23:00:00.000,No,1,2,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,Missing,CURB,County,1.19,North,South,South,50.0,FEET,LEVEL,SNOWDEN FARM PKWY (PROP),County,SNOWDEN FARM PKWY (AHEAD),Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP32310014,230071591,Montgomery County Police,Injury Crash,2023-12-13T22:16:00.000,No,3,3,No,Missing,DRIVER,SAME DIRECTION RIGHT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,LIGHT SUPPORT POLE,Maryland (State),4.38,North,South,North,694.0,FEET,LEVEL,ROCKVILLE PIKE,County,GROSVENOR LA,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,OTHER,Missing,Missing,Missing
MCP93990020,230071589,Montgomery County Police,Property Damage Crash,2023-12-13T21:30:00.000,No,1,1,No,Missing,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.94,West,North,West,0.0,FEET,LEVEL,GLEN RD,County,PINEY MEETINGHOUSE RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2875007Y,230071586,Montgomery County Police,Property Damage Crash,2023-12-13T20:41:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,OVERTURN,TREE SHRUBBERY,Maryland (State),3.99,North,North,South,0.1,MILE,LEVEL,RIDGE RD,County,KAKAE DR,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3228005K,230071571,Montgomery County Police,Injury Crash,2023-12-13T19:29:00.000,No,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,Missing,Missing,County,0.22,East,West,West,131.0,FEET,LEVEL,DOVER RD,County,OLD DOVER RD,Missing,DRY,NON INTERSECTION,Missing,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2780007K,230071565,Montgomery County Police,Injury Crash,2023-12-13T18:50:00.000,No,2,3,No,Missing,DRIVER,HEAD ON LEFT TURN,CLOUDY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER OBJECT,CURB,Maryland (State),19.26,North,South,North,0.0,FEET,LEVEL,FREDERICK RD,County,SHAKESPEARE BLVD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2760004L,230071552,Montgomery County Police,Injury Crash,2023-12-13T17:50:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),4.55,North,North,South,1.0,MILE,HILL UPHILL,MIDCOUNTY HWY,County,PIER POINT PL,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3220004J,230071551,Montgomery County Police,Injury Crash,2023-12-13T17:37:00.000,No,2,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,2.9,North,North,North,0.0,FEET,LEVEL,MUDDY BRANCH RD,County,HARMONY HALL RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP33560015,230071542,Montgomery County Police,Property Damage Crash,2023-12-13T16:40:00.000,No,1,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,FENCE,County,2.17,East,West,East,0.0,FEET,LEVEL,HAWKINS CREAMERY RD,County,SILVER CREST DR,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP1213008W,230071538,Montgomery County Police,Injury Crash,2023-12-13T16:35:00.000,No,1,2,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),16.57,East,West,East,0.0,FEET,HILL CREST,ASHTON RD,Maryland (State),NEW HAMPSHIRE AVE,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3347001J,230071546,Montgomery County Police,Property Damage Crash,2023-12-13T16:24:00.000,Yes,2,3,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,Maryland (State),2.58,North,South,North,40.0,FEET,LEVEL,OLD GEORGETOWN RD,Ramp,RAMP 6 FR IS 495 EB TO MD 187 SB,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2466004P,230071531,Montgomery County Police,Property Damage Crash,2023-12-13T16:19:00.000,No,0,0,Yes,13850 TRAVILAH ROAD,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,Missing,NONE DETECTED,FIXED OBJECT,Missing,SIGN SUPPORT POLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP3220004H,230071527,Montgomery County Police,Property Damage Crash,2023-12-13T15:59:00.000,No,2,3,No,Missing,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,2.8,North,South,North,0.0,FEET,LEVEL,SHADY GROVE RD,Ramp,RAMP 6 FR SHADY GROVE RD EB TO IS 270 SB,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
EJ7875004D,2230071529,Gaithersburg Police Depar,Property Damage Crash,2023-12-13T15:43:00.000,No,3,3,No,Missing,DRIVER,ANGLE MEETS LEFT TURN,Missing,DAYLIGHT,TRAFFIC SIGNAL,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),11.848,East,East,East,0.0,FEET,LEVEL,W DIAMOND AVE,Ramp,RAMP 1 FR IS 270 NB TO MD 117 WB,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2466004N,230071512,Montgomery County Police,Injury Crash,2023-12-13T15:10:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),16.06,East,East,East,0.0,FEET,LEVEL,DARNESTOWN RD,Municipality,TSCHIFFELY SQUARE RD,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP292300BD,230071515,Montgomery County Police,Property Damage Crash,2023-12-13T15:06:00.000,Yes,1,3,No,Missing,DRIVER,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,"N/A, NONE DETECTED",OTHER VEHICLE,OTHER VEHICLE,Missing,County,0.09,East,South,East,0.0,FEET,LEVEL,WINDHAM LA,Maryland (State),GEORGIA AVE,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP320000B4,230071507,Montgomery County Police,Property Damage Crash,2023-12-13T14:35:00.000,No,3,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),4.04,North,South,North,0.5,MILE,LEVEL,OLD GEORGETOWN RD,County,TUCKERMAN LA,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP21820034,230071674,Montgomery County Police,Property Damage Crash,2023-12-13T14:30:00.000,Yes,0,0,Yes,"PAINT BRANCH HIGH SCHOOL STAFF PARKING LOT
14121 OLD COLUMBIA PIKE BURTONSVILLE, MD 20866",DRIVER,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,UNKNOWN,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP2586006V,230071584,Montgomery County Police,Property Damage Crash,2023-12-13T14:00:00.000,Yes,0,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,County,0.481,West,West,West,0.0,FEET,LEVEL,DECOVERLY DR,Maryland (State),GREAT SENECA HWY,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,RIGHT TURN LANE
DM85030016,230071466,Takoma Park Police Depart,Property Damage Crash,2023-12-13T12:02:00.000,No,0,1,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,Missing,Missing,FIXED OBJECT,Missing,OTHER,Maryland (State),4.72,East,East,East,3.0,FEET,Missing,PHILADELPHIA AVE,Municipality,TAKOMA AVE,TAKOMA PARK,DRY,Missing,Missing,Missing,STRAIGHT,Missing,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP2730003L,230071480,Montgomery County Police,Property Damage Crash,2023-12-13T12:00:00.000,No,0,0,Yes,"PARKING LOT OF 12800 MIDDLEBROOK ROAD, GERMANTOWN, MD",DRIVER,OTHER,Missing,DAYLIGHT,NO CONTROLS,Missing,PARKED VEHICLE,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP120500B6,230071464,Montgomery County Police,Injury Crash,2023-12-13T11:44:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,FIXED OBJECT,Missing,OTHER,County,0.0,North,South,North,200.0,FEET,LEVEL,CHEVY CHASE LAKE DR,Maryland (State),CONNECTICUT AVE,Missing,DRY,Missing,OTHER,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP1564007Q,230071467,Montgomery County Police,Property Damage Crash,2023-12-13T11:36:00.000,No,1,5,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),10.55,North,South,North,0.0,FEET,LEVEL,GEORGIA AVE,Unknown,SANDY SPRING VFD,Missing,DRY,CROSSOVER RELATED,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3290002Q,230071435,Montgomery County Police,Property Damage Crash,2023-12-13T09:04:00.000,No,3,3,No,Missing,DRIVER,SAME DIRECTION RIGHT TURN,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),2.02,North,South,South,10.0,FEET,LEVEL,GEORGIA AVE,County,AUGUST DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP3079005X,230071226,Montgomery County Police,Property Damage Crash,2023-12-13T08:32:00.000,No,1,1,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,Missing,Missing,Missing,Maryland (State),1.6,East,East,East,300.0,FEET,LEVEL,DAMASCUS RD,County,REVA DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP1564007P,230071426,Montgomery County Police,Injury Crash,2023-12-13T08:13:00.000,Yes,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,FIXED OBJECT,GUARDRAIL OR BARRIER,Maryland (State),11.642,East,West,East,0.02,MILE,LEVEL,OLNEY LAYTONSVILLE RD,Unknown,VOLUNTEER DR,Missing,DRY,NON INTERSECTION,Missing,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP32990036,230071421,Montgomery County Police,Property Damage Crash,2023-12-13T08:00:00.000,No,2,2,No,Missing,DRIVER,HEAD ON,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,1.25,South,North,South,0.0,FEET,LEVEL,SPARTAN RD,County,OLD BALTIMORE RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3280004D,230071412,Montgomery County Police,Injury Crash,2023-12-13T07:00:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAWN,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),6.68,North,South,North,0.0,FEET,LEVEL,NEW HAMPSHIRE AVE,County,HOLLYWOOD AVE,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2195005Y,230071411,Montgomery County Police,Injury Crash,2023-12-13T06:30:00.000,No,1,1,No,Missing,DRIVER,ANGLE MEETS LEFT TURN,CLEAR,DARK LIGHTS ON,STOP SIGN,"N/A, NONE DETECTED",OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),11.26,North,South,North,0.0,FEET,LEVEL,OLD HUNDRED RD,Ramp,RAMP 6 FR MD 109 EB TO IS 270 SB,Missing,DRY,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
DD56530032,230071410,Rockville Police Departme,Property Damage Crash,2023-12-13T05:29:00.000,No,0,1,No,Missing,DRIVER,HEAD ON,CLEAR,DARK NO LIGHTS,NO CONTROLS,ALCOHOL CONTRIBUTED,PARKED VEHICLE,Missing,Missing,Municipality,0.0,South,South,South,0.0,FEET,HILL UPHILL,GAINSBORO RD,Municipality,THORNDEN RD,ROCKVILLE,DRY,INTERSECTION RELATED,Y-INTERSECTION,INTERSECTION RELATED,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,SHOULDER AREA
MCP3140002K,230071409,Montgomery County Police,Property Damage Crash,2023-12-13T05:21:00.000,No,1,2,No,Missing,DRIVER,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,Missing,Missing,County,0.3,North,South,South,500.0,FEET,LEVEL,LYTTONSVILLE RD,County,LYTTONSVILLE PL,Missing,DRY,NON INTERSECTION,Missing,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
