report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,off_road_description,collision_type,weather,light,traffic_control,driver_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,route_type,road_name,cross_street_type,cross_street_name,municipality,surface_condition,related_non_motorist,non_motorist_substance_abuse
MCP3294001V,230072820,Montgomery County Police,Property Damage Crash,2023-12-20T18:00:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,5449CECC-BE83-41DC-8524-39D943E53A39,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,8554FA0C-4F55-4F5B-BDD3-931AFBB49EC5,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2015,HOND,4S,NO MISUSE,County,GOSHEN RD,County,STEWARTOWN RD,N/A,DRY,,
MCP3294001V,230072820,Montgomery County Police,Property Damage Crash,2023-12-20T18:00:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,B9588133-28C9-48B4-9C65-4D1FD886E88A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DEB28546-A4BA-4E38-AD98-347985E1F834,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,North,35,No,No,2012,HONDA,CIVIC,N/A,County,GOSHEN RD,County,STEWARTOWN RD,N/A,DRY,,
MCP3325002M,230072812,Montgomery County Police,Property Damage Crash,2023-12-20T17:20:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAWN,TRAFFIC SIGNAL,NONE DETECTED,E432A131-8938-4838-B08C-A994ACF73F99,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DD8116F6-39BF-41E4-A21B-10688D12891F,DISABLING,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,West,35,No,No,2020,HOND,UT,NO MISUSE,US (State),COLUMBIA PIKE,County,FAIRLAND RD,N/A,DRY,,
MCP3325002M,230072812,Montgomery County Police,Property Damage Crash,2023-12-20T17:20:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAWN,TRAFFIC SIGNAL,NONE DETECTED,7103942A-EDB7-43F1-A985-3DB2341098E6,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,13A0B386-F946-465D-89F5-00E244895DF6,DISABLING,FOUR OCLOCK,FOUR OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,50,No,No,2019,INFI,UT,NO MISUSE,US (State),COLUMBIA PIKE,County,FAIRLAND RD,N/A,DRY,,
MCP3325002M,230072812,Montgomery County Police,Property Damage Crash,2023-12-20T17:20:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAWN,TRAFFIC SIGNAL,NONE DETECTED,043F0C74-068F-4163-A90B-75F88EA9158C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C6AC3F47-9DD9-407C-8802-98C6A5505088,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,West,West,35,No,No,2020,TOYT,UT,NO MISUSE,US (State),COLUMBIA PIKE,County,FAIRLAND RD,N/A,DRY,,
MCP3341002Y,230072805,Montgomery County Police,Injury Crash,2023-12-20T16:50:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,N/A,65EB44F4-25EB-4BB3-9470-6324725F85A6,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,F211A94D-D260-4734-B53B-77A45DCA8E90,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,2007,HONDA,CIVIC,NO MISUSE,Maryland (State),VEIRS MILL RD,County,MONTERREY DR,N/A,DRY,,
MCP3341002Y,230072805,Montgomery County Police,Injury Crash,2023-12-20T16:50:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,N/A,40353275-B820-4BC6-9583-5E19EFEEDDA7,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,ME,A2068306-BE93-404B-8FF0-CFFB2B68FF83,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,ACCELERATING,South,North,35,No,No,2018,AUDI,Q5,NO MISUSE,Maryland (State),VEIRS MILL RD,County,MONTERREY DR,N/A,DRY,,
MCP33290029,230072802,Montgomery County Police,Property Damage Crash,2023-12-20T16:20:00.000,,SINGLE VEHICLE,CLEAR,DAYLIGHT,N/A,NONE DETECTED,C29093B2-B924-43AC-95D1-BF49F6082DC5,Yes,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",LOOKED BUT DID NOT SEE,MD,2BC50784-E828-43EC-925E-F8423C9117B3,SUPERFICIAL,TWELVE OCLOCK,UNDERSIDE,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,40,No,No,2009,HONDA,CRV,NO MISUSE,County,RANDOLPH RD,County,SHERWOOD FOREST DR,N/A,DRY,,
MCP3403000C,230072794,Montgomery County Police,Injury Crash,2023-12-20T15:55:00.000,,HEAD ON,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,AE35186D-00C6-4807-A57E-3D757AE6B162,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F04C78B1-B626-41C5-931F-BFD8DC8CF3FE,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PICKUP TRUCK,PARKED,,,55,No,Yes,2006,CHEV,PK,N/A,US (State),COLUMBIA PIKE,County,BLACKBURN RD,N/A,DRY,,
MCP3403000C,230072794,Montgomery County Police,Injury Crash,2023-12-20T15:55:00.000,,HEAD ON,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,3619B384-323B-4381-9605-79BFE570B754,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,33D8D282-6DCC-4184-B78E-12F09A0C4001,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,VAN,PARKED,,,55,No,Yes,2009,CHEV,CG,N/A,US (State),COLUMBIA PIKE,County,BLACKBURN RD,N/A,DRY,,
MCP3403000C,230072794,Montgomery County Police,Injury Crash,2023-12-20T15:55:00.000,,HEAD ON,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,45C078CE-4064-41BB-B9F4-F214B193EFC5,Yes,POSSIBLE INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,ED7BEDDC-D33B-4E79-BC9C-D60D09972C28,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,South,55,No,No,2012,NISSAN,ROGUE,UNKNOWN,US (State),COLUMBIA PIKE,County,BLACKBURN RD,N/A,DRY,,
MCP3022005N,230072786,Montgomery County Police,Injury Crash,2023-12-20T15:21:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,9448446F-0653-4CC9-8CBB-D2D4C09CF8AF,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,68253659-9327-49F3-BAD1-7431B5621D98,DESTROYED,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,45,No,No,2016,TOYT,TK,N/A,Maryland (State),FREDERICK RD,County,PLUMMER DR,N/A,DRY,,
MCP3022005N,230072786,Montgomery County Police,Injury Crash,2023-12-20T15:21:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,C6F3FF29-82DD-4982-B6CD-2FBA0ACEBC61,No,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,F47FF89B-5A30-4FD1-9BC9-2DE5D6C976D7,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,North,North,45,No,No,2017,HYUN,ELANTRA,N/A,Maryland (State),FREDERICK RD,County,PLUMMER DR,N/A,DRY,,
MCP3129008B,230072799,Montgomery County Police,Property Damage Crash,2023-12-20T14:00:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,F33BAAF3-C45E-4C2D-8681-4BC1EEC7CD24,Unknown,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,E65508AB-355F-46FD-8B21-E8CD94D1D3D0,SUPERFICIAL,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,East,35,No,No,2018,HONDA,CRV,UNKNOWN,County,TWINBROOK PKWY,Maryland (State),VEIRS MILL RD,N/A,DRY,,
MCP3129008B,230072799,Montgomery County Police,Property Damage Crash,2023-12-20T14:00:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,11C13DFB-533D-48EC-AECF-5E8AE40E73D5,Unknown,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,1C249968-6A37-4C04-BC97-8BD64DA7BF95,SUPERFICIAL,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,35,No,No,2011,TOYOTA,SIENNA,UNKNOWN,County,TWINBROOK PKWY,Maryland (State),VEIRS MILL RD,N/A,DRY,,
MCP9123000F,230072769,Montgomery County Police,Property Damage Crash,2023-12-20T13:30:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,8B088529-6888-4D81-988C-E8DD34F7084A,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,16C97FF2-FFB5-4DF9-87E3-97FB127B5D0D,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PICKUP TRUCK,SLOWING OR STOPPING,East,East,40,No,No,1996,FORD,PICK UP,NO MISUSE,Maryland (State),NORBECK RD,County,BAILEYS LA,N/A,DRY,,
MCP9123000F,230072769,Montgomery County Police,Property Damage Crash,2023-12-20T13:30:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,A2B476BB-1290-48F3-AFAA-64FA90587D99,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,6FCADC2E-AC4B-499C-9ABB-2AD221839F3E,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,No,No,2014,TOYOTA,4 DOOR,N/A,Maryland (State),NORBECK RD,County,BAILEYS LA,N/A,DRY,,
MCP2159001L,230072795,Montgomery County Police,Property Damage Crash,2023-12-20T13:17:00.000,PARKING LOT OF 12922 MIDDLEBROOK ROAD,OTHER,CLEAR,DAYLIGHT,N/A,UNKNOWN,39D380AB-0D35-4ADE-9D26-5EF5D66FF62E,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,773D31F4-B939-4920-8BCC-CE066515AF73,SUPERFICIAL,EIGHT OCLOCK,EIGHT OCLOCK,PICKUP TRUCK,OTHER,North,North,15,No,No,2004,TOYOTA,TUNDRA,UNKNOWN,,,,,,,,
DD5607004T,230072751,Rockville Police Departme,Injury Crash,2023-12-20T13:00:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,BCBE8863-74DA-4F10-B568-9F3DD8805BF8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E4DAD20F-CA45-47FB-9AB5-01305E4FC9ED,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,45,No,No,2020,FORD,TK,NO MISUSE,Maryland (State),NORBECK RD,Municipality,FIRST ST SPUR,ROCKVILLE,DRY,,
DD5607004T,230072751,Rockville Police Departme,Injury Crash,2023-12-20T13:00:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,C27A8999-1A08-47E7-8252-382D562069F5,Yes,POSSIBLE INJURY,N/A,UNKNOWN,MD,5BA2BA9A-81C6-436A-B4DB-4411EB2CE593,FUNCTIONAL,EIGHT OCLOCK,EIGHT OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,South,45,No,No,2014,NISS,SD,NO MISUSE,Maryland (State),NORBECK RD,Municipality,FIRST ST SPUR,ROCKVILLE,DRY,,
DD5610008M,230072746,Rockville Police Departme,Property Damage Crash,2023-12-20T12:21:00.000,,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,N/A,888D3C2A-2C39-4BCC-931E-B20556840E5B,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,33669FFB-9678-4853-BC73-9C4E9EAD9E90,FUNCTIONAL,ONE OCLOCK,TWO OCLOCK,VAN,MOVING CONSTANT SPEED,North,North,40,No,No,2017,NISS,VN,N/A,Maryland (State),VEIRS MILL RD,Municipality,ATLANTIC AVE,ROCKVILLE,DRY,,
DD5610008M,230072746,Rockville Police Departme,Property Damage Crash,2023-12-20T12:21:00.000,,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,N/A,8E137A78-D9B7-42A8-BB0D-7D7CAA4E872E,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,DC,F1C8EE81-EDF9-45CB-9342-8D9805B30628,FUNCTIONAL,ELEVEN OCLOCK,TEN OCLOCK,TRANSIT BUS,STARTING FROM LANE,North,North,40,No,No,2023,NEW FLYER,BUS,N/A,Maryland (State),VEIRS MILL RD,Municipality,ATLANTIC AVE,ROCKVILLE,DRY,,
MCP2231007P,230072739,Montgomery County Police,Injury Crash,2023-12-20T12:04:00.000,,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,UNKNOWN,02E59B76-14B5-4CBF-930A-1F98EA09367C,Yes,POSSIBLE INJURY,N/A,UNKNOWN,MD,E7EAAFA8-6F74-4EEC-9898-593BDB15F8EE,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,CHANGING LANES,West,West,55,No,No,2002,JEEP,CHEROKEE,NO MISUSE,Interstate (State),NO NAME,Unknown,CROSSOVER,N/A,DRY,,
EJ7837007N,230072742,Gaithersburg Police Depar,Property Damage Crash,2023-12-20T12:00:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,78513F01-17CA-455F-BCDD-66BEE9D0C8DE,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,VA,4A82A3F9-AA8B-4E5C-8FC9-6FD33B2BDE8A,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2013,TOYOTA,SIENNA,NO MISUSE,Maryland (State),FREDERICK RD,Municipality,PERRY PKWY,GAITHERSBURG,DRY,,
EJ7837007N,230072742,Gaithersburg Police Depar,Property Damage Crash,2023-12-20T12:00:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,70078FE9-A00D-4077-9859-9C1FC728CB00,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,069321CD-6D41-4D2A-9F46-7D959265BEC1,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,SCHOOL BUS,STOPPED IN TRAFFIC LANE,North,North,35,No,No,2018,THMS,BU,NO MISUSE,Maryland (State),FREDERICK RD,Municipality,PERRY PKWY,GAITHERSBURG,DRY,,
MCP209400N4,230072733,Montgomery County Police,Injury Crash,2023-12-20T11:19:00.000,,OTHER,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,B9B8658B-4C69-40F5-9245-405CC179D834,Yes,NO APPARENT INJURY,N/A,ADJUSTING AUDIO AND OR CLIMATE CONTROLS,MD,2EB508A1-77C7-4A8F-8323-43FCE7C730D2,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,25,No,No,2017,HYUNDAI,ELANTRA,NO MISUSE,Maryland (State),KNOWLES AVE,Municipality,DETRICK AVE,KENSINGTON,DRY,PEDESTRIAN,NONE DETECTED
MCP2329002Q,230072724,Montgomery County Police,Injury Crash,2023-12-20T10:40:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,N/A,C7D67406-9369-4D2A-9F08-E38515E891FD,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D409D64A-D123-45F3-995D-10B27542DDB9,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2007,LEXS,SD,NO MISUSE,Municipality,CHRISTOPHER AVE,Municipality,RUSSELL AVE,GAITHERSBURG,DRY,,
MCP2329002Q,230072724,Montgomery County Police,Injury Crash,2023-12-20T10:40:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,88381E92-894F-436D-A229-24DC60D2AA21,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,7C3B7735-0226-4F68-964E-21A9A8F94737,DISABLING,TEN OCLOCK,TEN OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,West,35,No,No,2019,HYUN,TK,NO MISUSE,Municipality,CHRISTOPHER AVE,Municipality,RUSSELL AVE,GAITHERSBURG,DRY,,
EJ78980023,230072725,Gaithersburg Police Depar,Injury Crash,2023-12-20T10:10:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,B9F1BEC1-AF9E-4C1F-9BCE-7D016B5C0048,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,A17FA3E3-6CA4-4EF2-B8F6-4494CD09B868,DISABLING,NINE OCLOCK,NINE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,25,No,No,2024,HONDA,ACCORD,NO MISUSE,County,SHADY GROVE RD,Unknown,EXIT #8,N/A,DRY,,
EJ78980023,230072725,Gaithersburg Police Depar,Injury Crash,2023-12-20T10:10:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,745D4B3F-D79D-49AD-ADE5-417BA67BC15E,Yes,SUSPECTED MINOR INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,VA,2530A11B-CD1D-4CA1-BD2E-94D00A2F3D23,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2010,NISSAN,4W,NO MISUSE,County,SHADY GROVE RD,Unknown,EXIT #8,N/A,DRY,,
MCP2420005B,230072711,Montgomery County Police,Property Damage Crash,2023-12-20T09:30:00.000,,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,4202AA31-CC18-48E8-936C-E8A94564F5F1,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,VA,EC031ACD-1470-43AE-BA82-6B2D570FDE24,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2011,VOLKS,GTI,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,HOBBS DR,N/A,DRY,,
MCP2231007N,230072706,Montgomery County Police,Property Damage Crash,2023-12-20T08:51:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,0CE47244-9FF2-42AA-BA2C-A6E77BE0DCDC,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B7B00353-3CD5-4E70-B5F7-5834ABBAF8FD,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2006,CHEVROLET,EXPRESS,NO MISUSE,Maryland (State),QUINCE ORCHARD RD,County,CHEYENNE RD,N/A,DRY,,
MCP2231007N,230072706,Montgomery County Police,Property Damage Crash,2023-12-20T08:51:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,2019372C-5996-4732-88D2-9852A6C67C34,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,083E1AD2-C57D-40F4-8A37-148C760DCAF6,DISABLING,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,40,No,No,2017,TOYOTA,RAV4,NO MISUSE,Maryland (State),QUINCE ORCHARD RD,County,CHEYENNE RD,N/A,DRY,,
MCP3312004K,230072688,Montgomery County Police,Property Damage Crash,2023-12-20T07:00:00.000,,SAME DIR REAR END,CLEAR,DUSK,NO CONTROLS,UNKNOWN,34F49596-6CC2-47F0-A6F1-3A282103959E,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,ACBDE7CC-D6DB-4234-89BF-1A25CC314639,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,,MOVING CONSTANT SPEED,South,South,35,No,No,0,UNKNOWN,UNKNOWN,N/A,County,SHERWOOD FOREST DR,County,RANDOLPH RD,N/A,DRY,,
MCP3312004K,230072688,Montgomery County Police,Property Damage Crash,2023-12-20T07:00:00.000,,SAME DIR REAR END,CLEAR,DUSK,NO CONTROLS,NONE DETECTED,E0554A15-3472-46C6-9934-ECA293236739,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F7C138C0-26D3-4548-A56F-4B3CC0A2272D,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,SCHOOL BUS,STOPPED IN TRAFFIC LANE,South,South,35,No,No,2019,THMS,BU,NO MISUSE,County,SHERWOOD FOREST DR,County,RANDOLPH RD,N/A,DRY,,
MCP2946006D,230072683,Montgomery County Police,Property Damage Crash,2023-12-20T05:21:00.000,,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,679D53DF-1A77-46CA-A564-782981A04678,Yes,NO APPARENT INJURY,"ICY OR SNOW-COVERED, N/A",NOT DISTRACTED,MD,E1D79FC0-0881-46C2-856B-EC57FE3CC470,DISABLING,ROOF TOP,ROOF TOP,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,South,30,No,No,2002,TOYOTA,4RUNNER,NO MISUSE,Maryland (State),RIDGE RD,County,WARTHEN DR,N/A,ICE,,
MCP9322001Q,230072678,Montgomery County Police,Property Damage Crash,2023-12-20T02:07:00.000,,SINGLE VEHICLE,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,5EEB2D53-F30A-4406-830E-C994CA8E597A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CC306CF5-0649-48E6-BE7A-E0D43F99ED94,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,50,No,No,2020,NISSAN,PATHFINDER,NO MISUSE,Maryland (State),GEORGIA AVE,County,EMORY LA,N/A,DRY,,
DM8437002J,230072676,Takoma Park Police Depart,Property Damage Crash,2023-12-20T01:13:00.000,PARKING LOT OF 7610 MAPLE AVE,OTHER,CLEAR,DARK LIGHTS ON,N/A,UNKNOWN,B0771DF7-3CFC-45B8-9175-95373711EC20,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,,79C28481-5D62-4D0D-B958-2F74FE42884B,UNKNOWN,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,West,West,5,No,No,2017,HYUNDAI,ELANTRA,NO MISUSE,,,,,,,,
MCP2704001Z,230072664,Montgomery County Police,Property Damage Crash,2023-12-19T21:53:00.000,,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,D445140A-DC7B-426E-82A9-106FE9746322,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,BCB866D3-C066-4D0E-8A1A-5145BF969C24,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,East,25,No,No,2007,BMW,328,UNKNOWN,County,HIGHVIEW AVE,County,REGNID DR,N/A,DRY,,
MCP3277003C,230072658,Montgomery County Police,Property Damage Crash,2023-12-19T21:40:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,9A23B01E-F793-480F-9C91-20DC1C1FDF59,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1847F288-A22C-42B9-BE74-9FF25A9DEAD5,DISABLING,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,ACCELERATING,East,East,35,No,No,2015,TOYOTA,RAV4,NO MISUSE,Maryland (State),W DIAMOND AVE,Maryland (State),QUINCE ORCHARD RD,N/A,DRY,,
MCP3277003C,230072658,Montgomery County Police,Property Damage Crash,2023-12-19T21:40:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,588F9EAE-6294-496A-B442-F58A5FB38286,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C675D81F-73B3-4B25-9CDC-37530C919187,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,East,35,No,No,2023,TESL,UT,NO MISUSE,Maryland (State),W DIAMOND AVE,Maryland (State),QUINCE ORCHARD RD,N/A,DRY,,
MCP3277003C,230072658,Montgomery County Police,Property Damage Crash,2023-12-19T21:40:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,DCC6446E-84EA-4AD1-BE7A-D19713491FAE,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B93F7931-1060-4B01-B4F4-43561454498C,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,35,No,No,2017,HOND,CIVIC,NO MISUSE,Maryland (State),W DIAMOND AVE,Maryland (State),QUINCE ORCHARD RD,N/A,DRY,,
MCP3277003C,230072658,Montgomery County Police,Property Damage Crash,2023-12-19T21:40:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,97A3EBA1-8856-4370-A4F9-D0A66C5C06ED,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A0D8F79D-7FF9-4D97-B48B-355910DED65D,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2018,HONDA,CRV,NO MISUSE,Maryland (State),W DIAMOND AVE,Maryland (State),QUINCE ORCHARD RD,N/A,DRY,,
MCP3277003C,230072658,Montgomery County Police,Property Damage Crash,2023-12-19T21:40:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,D9C676E4-BD59-4E28-A9A9-2D5FAF3E5D26,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,45ECA533-C1F1-4D43-84E2-9E5204C5D781,FUNCTIONAL,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,35,No,No,2015,TOYT,RAV4,NO MISUSE,Maryland (State),W DIAMOND AVE,Maryland (State),QUINCE ORCHARD RD,N/A,DRY,,
